DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
20-Aug-18,SMER,Sameer Africa Plc,1.91,4.69,2.6,2.75,2.6,2.7,-0.1,3.70%,"97,400",NaN
20-Aug-18,SGL,Standard Group Plc,18,31,30.5,30.5,30.5,30.5,NaN,NaN,NaN,NaN
20-Aug-18,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,25.5,27,25.75,26,-0.25,0.96%,"7,900",NaN
20-Aug-18,UCHM,Uchumi Supermarket Plc,0.23,0.46,1.4,1.6,1.55,1.5,0.05,3.33%,"420,900",NaN
20-Aug-18,SCAN,WPP ScanGroup Plc,10.75,25,15.2,15.2,15.2,15,0.2,1.33%,"18,100",NaN
20-Aug-18,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.5,0.05,0.91%,NaN,NaN
20-Aug-18,BAMB,Bamburi Cement Ltd,26,120,181,181,181,181,NaN,NaN,NaN,NaN
20-Aug-18,CRWN,Crown Paints Kenya Plc,45,85,72,72,72,66,6,9.09%,200,NaN
20-Aug-18,CABL,East African Cables Ltd,1.44,3.98,3.5,3.7,3.6,3.5,0.1,2.86%,700,NaN
20-Aug-18,PORT,East African Portland Cement Ltd,12.6,18.5,18,18,18,18,NaN,NaN,NaN,NaN
20-Aug-18,KENO,KenolKobil Ltd,12.8,23,17.55,17.8,17.55,17.55,NaN,NaN,"601,900",NaN
20-Aug-18,KEGN,Kenya Electricity Generating Company Plc,4,6.5,6.5,6.75,6.6,6.45,0.15,2.33%,"230,700",NaN
20-Aug-18,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
20-Aug-18,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
20-Aug-18,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,6.05,6.2,6.15,6,0.15,2.50%,"232,900",NaN
20-Aug-18,TOTL,Total Kenya Ltd,22,30,30.5,30.5,30.5,30.5,NaN,NaN,"3,500",NaN
20-Aug-18,UMME,Umeme Ltd,5.68,8.6,9.4,9.5,9.45,9.4,0.05,0.53%,"3,600",NaN
20-Aug-18,BRIT,Britam Holdings Plc,5.7,10.65,14,14.1,14,14,NaN,NaN,"73,000",NaN
20-Aug-18,CIC,CIC Insurance Group Ltd,2,3.65,4.55,4.8,4.6,4.65,-0.05,1.08%,"763,700",NaN
20-Aug-18,JUB,Jubilee Holdings Ltd,225,380.5,502,507,502,508,-6,1.18%,"16,300",NaN
20-Aug-18,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,16.1,16.3,16.1,16.1,NaN,NaN,"8,400",4.03
20-Aug-18,LBTY,Liberty Kenya Holdings Ltd,6.8,11,13.5,13.5,13.5,12.65,0.85,6.72%,100,NaN
20-Aug-18,SLAM,Sanlam Kenya Plc,12.8,20,23,24.75,24.25,24.25,NaN,NaN,600,NaN
20-Aug-18,CTUM,Centum Investment Company Plc,19.6,33.5,34.5,35,34.9,35.95,-1.05,2.92%,"14,300",NaN
20-Aug-18,HAFR,Home Afrika Ltd,0.3,0.69,0.7,0.75,0.7,0.7,NaN,NaN,"6,500",NaN
20-Aug-18,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
20-Aug-18,OCH,Olympia Capital Holdings Ltd,1.9,2.9,3.15,3.15,3.15,2.85,0.3,10.53%,500,NaN
20-Aug-18,TCL,Trans-Century Plc,1.42,4.03,3.5,3.5,3.5,3.45,0.05,1.45%,"2,500",NaN
20-Aug-18,NSE,Nairobi Securities Exchange Plc,6.5,13,17,17.35,17.1,17,0.1,0.59%,"17,400",NaN
20-Aug-18,BOC,BOC Kenya Plc,53,72,94,94,94,94,NaN,NaN,NaN,NaN
20-Aug-18,BAT,British American Tobacco Kenya Plc,305,545,619,619,619,609,10,1.64%,400,NaN
20-Aug-18,CARB,Carbacid Investments Plc,7.1,9.4,11.8,11.9,11.8,11.8,NaN,NaN,"21,900",NaN
20-Aug-18,EABL,East African Breweries Ltd,135,222.25,211,212,211,211,NaN,NaN,"22,900",NaN
20-Aug-18,FTGH,Flame Tree Group Holdings Ltd,0.76,3,3.65,3.8,3.7,3.75,-0.05,1.33%,"41,900",NaN
20-Aug-18,ORCH,Kenya Orchards Ltd,12.25,12.6,82,82,82,82,NaN,NaN,NaN,NaN
20-Aug-18,MSC,Mumias Sugar Company Ltd,0.27,0.39,0.75,0.8,0.75,0.75,NaN,NaN,"361,600",NaN
20-Aug-18,UNGA,Unga Group Ltd,26.1,37,40,40,40,40,NaN,NaN,NaN,NaN
20-Aug-18,SCOM,Safaricom Plc,23.5,33.5,29,29.5,29,29,NaN,NaN,"7,496,200",NaN
20-Aug-18,FAHR,Stanlib Fahari Income-REIT,5.5,10,10.3,10.3,10.3,10.2,0.1,0.98%,"3,100",NaN
20-Aug-18,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,220.00","1,220.00","1,220.00","1,220.00",NaN,NaN,NaN,NaN
20-Aug-18,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,218.26,220.47,218.49,219.02,-0.53,0.24%,NaN,NaN
20-Aug-18,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,226.16,228.55,226.36,226.87,-0.51,0.22%,NaN,NaN
20-Aug-18,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,336.69","3,336.69","3,336.69","3,336.06",0.63,0.02%,NaN,NaN
20-Aug-18,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,495.43","4,495.43","4,495.43","4,517.13",-21.7,0.48%,NaN,NaN
20-Aug-18,^NASI,NSE All-Share Index,124.3,171.36,174.31,174.31,174.31,174.59,-0.28,0.16%,NaN,NaN
20-Aug-18,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","2,020.08","2,020.08","2,020.08","2,028.17",-8.09,0.40%,NaN,NaN
20-Aug-18,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,723.78","1,723.78","1,723.78","1,731.88",-8.1,0.47%,NaN,NaN
22-Aug-18,EGAD,Eaagads Ltd,8.2,14,20.25,20.25,20.25,20.25,NaN,NaN,NaN,NaN
22-Aug-18,KUKZ,Kakuzi Plc,300,423.5,320,320,320,320,NaN,NaN,NaN,NaN
22-Aug-18,KAPC,Kapchorua Tea Kenya Plc,59,95,95,99,95,99,-4,4.04%,"9,100",NaN
22-Aug-18,LIMT,Limuru Tea Plc,385,475,500,500,500,500,NaN,NaN,NaN,NaN
22-Aug-18,SASN,Sasini Plc,14.8,19,21.75,21.75,21.75,20.75,1,4.82%,300,NaN
22-Aug-18,WTK,Williamson Tea Kenya Plc,92,165,170,171,170,169,1,0.59%,"6,700",NaN
22-Aug-18,CGEN,Car and General (K) Ltd,20,26,18,18,18,18,NaN,NaN,NaN,NaN
22-Aug-18,ABSA,ABSA Bank Kenya Plc,8.96,14.2,11.75,12,11.75,12.05,-0.3,2.49%,"2,817,900",NaN
22-Aug-18,COOP,Co-operative Bank of Kenya Ltd,10.5,17,17,17.1,17,17.1,-0.1,0.58%,"1,839,600",NaN
22-Aug-18,DTK,Diamond Trust Bank Kenya Ltd,67,127,194,194,194,194,NaN,NaN,NaN,NaN
22-Aug-18,EQTY,Equity Group Holdings Plc,30.5,55.5,49.75,50.5,50,50,NaN,NaN,"1,268,500",NaN
22-Aug-18,HFCK,HF Group Ltd,3.49,7.9,7.75,7.85,7.8,7.92,-0.12,1.52%,"4,800",NaN
22-Aug-18,IMH,I & M Holdings Plc,43.1,59,105,106,105,106,-1,0.94%,"4,300",52.5
22-Aug-18,KCB,KCB Group Plc,33.75,55.5,48,50,48.25,49,-0.75,1.53%,"371,900",NaN
22-Aug-18,NBK,National Bank of Kenya Ltd,3.4,4.33,6.15,6.3,6.2,6.2,NaN,NaN,"17,900",NaN
22-Aug-18,NCBA,NCBA Group Plc,24.9,40,33.75,34.75,34.05,34.25,-0.2,0.58%,"167,100",NaN
22-Aug-18,SBIC,Stanbic Holdings Plc,76,118.5,101,105,104,106,-2,1.89%,"104,000",NaN
22-Aug-18,SCBK,Standard Chartered Bank Kenya Ltd,155,220,209,210,209,208.5,0.5,0.24%,"1,400",NaN
22-Aug-18,DCON,Deacons (East Africa) Plc,0.45,0.45,1,1.1,1,1.1,-0.1,9.09%,"28,500",NaN
22-Aug-18,EVRD,Eveready East Africa Ltd,0.75,1.28,1.35,1.6,1.4,1.5,-0.1,6.67%,"62,100",NaN
22-Aug-18,XPRS,Express Kenya Plc,3.5,7.34,5,5,5,5,NaN,NaN,NaN,NaN
22-Aug-18,KQ,Kenya Airways Plc,0.8,4.95,10.6,10.95,10.8,10.75,0.05,0.47%,"65,900",NaN
22-Aug-18,LKL,Longhorn Publishers Plc,4.26,8.2,4.5,4.5,4.5,4.15,0.35,8.43%,"1,400",NaN
22-Aug-18,NBV,Nairobi Business Ventures Ltd,0.49,0.99,1.8,1.9,1.8,1.85,-0.05,2.70%,"24,300",NaN
22-Aug-18,NMG,Nation Media Group Plc,10.9,48,89,89,89,87.5,1.5,1.71%,500,NaN
22-Aug-18,SMER,Sameer Africa Plc,1.91,4.69,2.65,2.65,2.65,2.6,0.05,1.92%,NaN,NaN
22-Aug-18,SGL,Standard Group Plc,18,31,30.5,30.5,30.5,30.5,NaN,NaN,NaN,NaN
22-Aug-18,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,25,25,25,25.75,-0.75,2.91%,"1,400",NaN
22-Aug-18,UCHM,Uchumi Supermarket Plc,0.23,0.4,1.5,1.55,1.5,1.55,-0.05,3.23%,"5,800",NaN
22-Aug-18,SCAN,WPP ScanGroup Plc,11,25,15,16.5,16.45,15.2,1.25,8.22%,"4,003,000",NaN
22-Aug-18,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,NaN,NaN,NaN,NaN
22-Aug-18,BAMB,Bamburi Cement Ltd,24.9,115,181,185,182,181,1,0.55%,"36,700",NaN
22-Aug-18,CRWN,Crown Paints Kenya Plc,45,85,72,72,72,72,NaN,NaN,NaN,NaN
22-Aug-18,CABL,East African Cables Ltd,1.44,3.98,3.6,3.65,3.6,3.6,NaN,NaN,"12,800",NaN
22-Aug-18,PORT,East African Portland Cement Ltd,12.6,18.5,17.5,17.6,17.55,18,-0.45,2.50%,800,NaN
22-Aug-18,KENO,KenolKobil Ltd,12.8,23,17.4,17.65,17.45,17.55,-0.1,0.57%,"376,600",NaN
22-Aug-18,KEGN,Kenya Electricity Generating Company Plc,4,6.3,6.5,6.65,6.55,6.6,-0.05,0.76%,"74,500",NaN
22-Aug-18,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
22-Aug-18,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
22-Aug-18,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,6.05,6.45,6.1,6.15,-0.05,0.81%,"123,400",NaN
22-Aug-18,TOTL,Total Kenya Ltd,22,30,30.25,31,30.75,30.5,0.25,0.82%,"51,500",NaN
22-Aug-18,UMME,Umeme Ltd,5.68,8.6,10,10,10,9.45,0.55,5.82%,"1,000",NaN
22-Aug-18,BRIT,Britam Holdings Plc,5.7,10.65,13.85,14,13.95,14,-0.05,0.36%,"15,500",NaN
22-Aug-18,CIC,CIC Insurance Group Ltd,2,3.65,4.55,4.85,4.6,4.6,NaN,NaN,"113,300",NaN
22-Aug-18,JUB,Jubilee Holdings Ltd,225,380,501,501,501,502,-1,0.20%,400,NaN
22-Aug-18,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,16.1,16.85,16.75,16.1,0.65,4.04%,"744,900",4.19
22-Aug-18,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,13.5,13.5,13.5,13.5,NaN,NaN,300,NaN
22-Aug-18,SLAM,Sanlam Kenya Plc,12.8,19.5,24,25,24,24.25,-0.25,1.03%,"20,200",NaN
22-Aug-18,CTUM,Centum Investment Company Plc,19.6,33.5,33.75,35,34.25,34.9,-0.65,1.86%,"11,900",NaN
22-Aug-18,HAFR,Home Afrika Ltd,0.3,0.69,0.7,0.8,0.7,0.7,NaN,NaN,"979,600",NaN
22-Aug-18,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
22-Aug-18,OCH,Olympia Capital Holdings Ltd,1.9,2.9,3.15,3.15,3.15,3.15,NaN,NaN,NaN,NaN
22-Aug-18,TCL,Trans-Century Plc,1.42,3.95,3.5,3.5,3.5,3.5,NaN,NaN,NaN,NaN
22-Aug-18,NSE,Nairobi Securities Exchange Plc,6.5,13,17,17.2,17.05,17.1,-0.05,0.29%,"2,500",NaN
22-Aug-18,BOC,BOC Kenya Plc,53,72,94,94,94,94,NaN,NaN,NaN,NaN
22-Aug-18,BAT,British American Tobacco Kenya Plc,305,545,619,619,619,619,NaN,NaN,NaN,NaN
22-Aug-18,CARB,Carbacid Investments Plc,7.1,9.4,11.8,12,11.85,11.8,0.05,0.42%,"34,900",NaN
22-Aug-18,EABL,East African Breweries Ltd,135,222.25,207,212,209,211,-2,0.95%,"78,700",NaN
22-Aug-18,FTGH,Flame Tree Group Holdings Ltd,0.76,3,3.7,3.7,3.7,3.7,NaN,NaN,300,NaN
22-Aug-18,ORCH,Kenya Orchards Ltd,12.25,12.6,82,82,82,82,NaN,NaN,NaN,NaN
22-Aug-18,MSC,Mumias Sugar Company Ltd,0.27,0.38,0.7,0.8,0.7,0.75,-0.05,6.67%,"60,700",NaN
22-Aug-18,UNGA,Unga Group Ltd,26.1,36.5,40,40,40,40,NaN,NaN,NaN,NaN
22-Aug-18,SCOM,Safaricom Plc,23.5,33.5,29,29.5,29,29,NaN,NaN,"6,420,500",NaN
22-Aug-18,FAHR,Stanlib Fahari Income-REIT,5.5,10,10.2,10.3,10.2,10.3,-0.1,0.97%,"7,800",NaN
22-Aug-18,GLD,ABSA NewGold ETF,"1,235.00","1,860.00","1,220.00","1,220.00","1,220.00","1,220.00",NaN,NaN,NaN,NaN
22-Aug-18,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,216.92,219.75,216.99,218.49,-1.5,0.69%,NaN,NaN
22-Aug-18,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,225.32,227.75,225.39,226.36,-0.97,0.43%,NaN,NaN
22-Aug-18,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,344.94","3,344.94","3,344.94","3,336.69",8.25,0.25%,NaN,NaN
22-Aug-18,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,473.89","4,473.89","4,473.89","4,495.43",-21.54,0.48%,NaN,NaN
22-Aug-18,^NASI,NSE All-Share Index,124.3,171.36,173.96,173.96,173.96,174.31,-0.35,0.20%,NaN,NaN
22-Aug-18,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","2,009.54","2,009.54","2,009.54","2,020.08",-10.54,0.52%,NaN,NaN
22-Aug-18,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,717.34","1,717.34","1,717.34","1,723.78",-6.44,0.37%,NaN,NaN
23-Aug-18,EGAD,Eaagads Ltd,8.2,14,20.25,20.25,20.25,20.25,NaN,NaN,NaN,NaN
23-Aug-18,KUKZ,Kakuzi Plc,300,423.5,320,320,320,320,NaN,NaN,NaN,NaN
23-Aug-18,KAPC,Kapchorua Tea Kenya Plc,59,95,95,99,96.5,95,1.5,1.58%,"3,500",NaN
23-Aug-18,LIMT,Limuru Tea Plc,385,475,500,500,500,500,NaN,NaN,NaN,NaN
23-Aug-18,SASN,Sasini Plc,14.8,19.6,21.5,22,21.5,21.75,-0.25,1.15%,"2,200",NaN
23-Aug-18,WTK,Williamson Tea Kenya Plc,92,165,168,170,169,170,-1,0.59%,"7,500",NaN
23-Aug-18,CGEN,Car and General (K) Ltd,20,26,19.2,19.2,19.2,18,1.2,6.67%,"1,000",NaN
23-Aug-18,ABSA,ABSA Bank Kenya Plc,9,14.2,11.7,11.8,11.75,11.75,NaN,NaN,"193,800",NaN
23-Aug-18,COOP,Co-operative Bank of Kenya Ltd,10.5,17,16.5,17.15,16.9,17,-0.1,0.59%,"144,300",NaN
23-Aug-18,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,186,186,186,194,-8,4.12%,"1,500",NaN
23-Aug-18,EQTY,Equity Group Holdings Plc,30.5,55.5,50,51,50,50,NaN,NaN,"259,000",NaN
23-Aug-18,HFCK,HF Group Ltd,3.49,7.9,7.5,7.75,7.5,7.8,-0.3,3.85%,"759,500",NaN
23-Aug-18,IMH,I & M Holdings Plc,43.1,59,105,105,105,105,NaN,NaN,NaN,52.5
23-Aug-18,KCB,KCB Group Plc,33.75,55.5,47.75,48.5,47.75,48.25,-0.5,1.04%,"1,590,500",NaN
23-Aug-18,NBK,National Bank of Kenya Ltd,3.4,4.33,6.1,6.3,6.2,6.2,NaN,NaN,"3,800",NaN
23-Aug-18,NCBA,NCBA Group Plc,24.9,40,32.25,34,33.05,34.05,-1,2.94%,"101,900",NaN
23-Aug-18,SBIC,Stanbic Holdings Plc,76.5,118.5,101,101,101,104,-3,2.88%,300,NaN
23-Aug-18,SCBK,Standard Chartered Bank Kenya Ltd,160,220,207,209,207.75,209,-1.25,0.60%,"23,200",NaN
23-Aug-18,DCON,Deacons (East Africa) Plc,0.45,0.45,1,1.1,1,1,NaN,NaN,"38,600",NaN
23-Aug-18,EVRD,Eveready East Africa Ltd,0.75,1.28,1.4,1.5,1.45,1.4,0.05,3.57%,"2,500",NaN
23-Aug-18,XPRS,Express Kenya Plc,4,7.34,5,5,5,5,NaN,NaN,NaN,NaN
23-Aug-18,KQ,Kenya Airways Plc,0.8,5.5,10.75,10.95,10.8,10.8,NaN,NaN,"46,300",NaN
23-Aug-18,LKL,Longhorn Publishers Plc,4.26,8.6,4.2,4.7,4.5,4.5,NaN,NaN,"20,400",NaN
23-Aug-18,NBV,Nairobi Business Ventures Ltd,0.49,0.99,1.75,1.75,1.75,1.8,-0.05,2.78%,"4,200",NaN
23-Aug-18,NMG,Nation Media Group Plc,13,49,87,89,87,89,-2,2.25%,"4,200",NaN
23-Aug-18,SMER,Sameer Africa Plc,1.91,4.69,2.75,2.75,2.75,2.65,0.1,3.77%,600,NaN
23-Aug-18,SGL,Standard Group Plc,18,31,31,31,31,30.5,0.5,1.64%,100,NaN
23-Aug-18,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,25,25.75,25.5,25,0.5,2.00%,"1,400",NaN
23-Aug-18,UCHM,Uchumi Supermarket Plc,0.23,0.46,1.4,1.65,1.4,1.5,-0.1,6.67%,"60,200",NaN
23-Aug-18,SCAN,WPP ScanGroup Plc,10.75,25,15.05,16.5,16,16.45,-0.45,2.74%,"948,800",NaN
23-Aug-18,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,NaN,NaN,NaN,NaN
23-Aug-18,BAMB,Bamburi Cement Ltd,26,120,182,182,182,182,NaN,NaN,"47,000",NaN
23-Aug-18,CRWN,Crown Paints Kenya Plc,45,85,79,79,79,72,7,9.72%,400,NaN
23-Aug-18,CABL,East African Cables Ltd,1.44,3.98,3.35,3.6,3.4,3.6,-0.2,5.56%,900,NaN
23-Aug-18,PORT,East African Portland Cement Ltd,12.6,18.5,17.5,19.3,18.9,17.55,1.35,7.69%,500,NaN
23-Aug-18,KENO,KenolKobil Ltd,12.8,23,17.4,17.5,17.45,17.45,NaN,NaN,"5,100",NaN
23-Aug-18,KEGN,Kenya Electricity Generating Company Plc,4,6.5,6.55,6.75,6.55,6.55,NaN,NaN,"950,100",NaN
23-Aug-18,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
23-Aug-18,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
23-Aug-18,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,5.95,6.3,6,6.1,-0.1,1.64%,"185,700",NaN
23-Aug-18,TOTL,Total Kenya Ltd,22,30,30.5,31,30.5,30.75,-0.25,0.81%,"4,200",NaN
23-Aug-18,UMME,Umeme Ltd,5.68,8.6,9.45,10,9.75,10,-0.25,2.50%,"2,700",NaN
23-Aug-18,BRIT,Britam Holdings Plc,5.7,10.65,13.1,13.95,13.25,13.95,-0.7,5.02%,"85,700",NaN
23-Aug-18,CIC,CIC Insurance Group Ltd,2,3.65,4.55,4.95,4.85,4.6,0.25,5.43%,"547,400",NaN
23-Aug-18,JUB,Jubilee Holdings Ltd,225,380.5,501,501,501,501,NaN,NaN,200,NaN
23-Aug-18,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,16.2,16.9,16.75,16.75,NaN,NaN,"536,200",4.19
23-Aug-18,LBTY,Liberty Kenya Holdings Ltd,6.8,11,13.45,13.45,13.45,13.5,-0.05,0.37%,400,NaN
23-Aug-18,SLAM,Sanlam Kenya Plc,12.8,20,24,24,24,24,NaN,NaN,NaN,NaN
23-Aug-18,CTUM,Centum Investment Company Plc,19.6,33.5,33.75,34.75,33.95,34.25,-0.3,0.88%,"31,200",NaN
23-Aug-18,HAFR,Home Afrika Ltd,0.3,0.69,0.7,0.75,0.7,0.7,NaN,NaN,"204,300",NaN
23-Aug-18,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
23-Aug-18,OCH,Olympia Capital Holdings Ltd,1.9,2.9,3.05,3.35,3.1,3.15,-0.05,1.59%,"4,200",NaN
23-Aug-18,TCL,Trans-Century Plc,1.42,4.03,3.2,3.5,3.3,3.5,-0.2,5.71%,"10,000",NaN
23-Aug-18,NSE,Nairobi Securities Exchange Plc,6.5,13,17,17.1,17.05,17.05,NaN,NaN,"17,200",NaN
23-Aug-18,BOC,BOC Kenya Plc,53,72,94,94,94,94,NaN,NaN,NaN,NaN
23-Aug-18,BAT,British American Tobacco Kenya Plc,305,545,619,619,619,619,NaN,NaN,NaN,NaN
23-Aug-18,CARB,Carbacid Investments Plc,7.1,9.4,11.9,11.9,11.9,11.85,0.05,0.42%,NaN,NaN
23-Aug-18,EABL,East African Breweries Ltd,135,222.25,207,210,209,209,NaN,NaN,"477,200",NaN
23-Aug-18,FTGH,Flame Tree Group Holdings Ltd,0.76,3,3.6,3.95,3.6,3.7,-0.1,2.70%,"13,800",NaN
23-Aug-18,ORCH,Kenya Orchards Ltd,12.25,12.6,82,82,82,82,NaN,NaN,NaN,NaN
23-Aug-18,MSC,Mumias Sugar Company Ltd,0.27,0.39,0.7,0.8,0.75,0.7,0.05,7.14%,"115,700",NaN
23-Aug-18,UNGA,Unga Group Ltd,26.1,37,40,41.75,40.25,40,0.25,0.63%,700,NaN
23-Aug-18,SCOM,Safaricom Plc,23.5,33.5,29,29.25,29,29,NaN,NaN,"3,045,900",NaN
23-Aug-18,FAHR,Stanlib Fahari Income-REIT,5.5,10,10.2,10.25,10.2,10.2,NaN,NaN,"3,600",NaN
23-Aug-18,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,220.00","1,220.00","1,220.00","1,220.00",NaN,NaN,NaN,NaN
23-Aug-18,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,215.57,218.34,216.04,216.99,-0.95,0.44%,NaN,NaN
23-Aug-18,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,224.03,226.76,224.21,225.39,-1.18,0.52%,NaN,NaN
23-Aug-18,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,305.29","3,305.29","3,305.29","3,344.94",-39.65,1.19%,NaN,NaN
23-Aug-18,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,446.74","4,446.74","4,446.74","4,473.89",-27.15,0.61%,NaN,NaN
23-Aug-18,^NASI,NSE All-Share Index,124.3,171.36,173.31,173.31,173.31,173.96,-0.65,0.37%,NaN,NaN
23-Aug-18,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,999.92","1,999.92","1,999.92","2,009.54",-9.62,0.48%,NaN,NaN
23-Aug-18,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,710.81","1,710.81","1,710.81","1,717.34",-6.53,0.38%,NaN,NaN
24-Aug-18,EGAD,Eaagads Ltd,8.2,14,20,20,20,20.25,-0.25,1.23%,100,NaN
24-Aug-18,KUKZ,Kakuzi Plc,300,423.5,320,320,320,320,NaN,NaN,NaN,NaN
24-Aug-18,KAPC,Kapchorua Tea Kenya Plc,59,95,95,99,98,96.5,1.5,1.55%,"1,700",NaN
24-Aug-18,LIMT,Limuru Tea Plc,385,475,500,500,500,500,NaN,NaN,NaN,NaN
24-Aug-18,SASN,Sasini Plc,14.8,19,21,21.5,21.25,21.5,-0.25,1.16%,600,NaN
24-Aug-18,WTK,Williamson Tea Kenya Plc,92,165,168,172,168,169,-1,0.59%,"7,800",NaN
24-Aug-18,CGEN,Car and General (K) Ltd,20,26,19.2,19.2,19.2,19.2,NaN,NaN,NaN,NaN
24-Aug-18,ABSA,ABSA Bank Kenya Plc,9,14.2,11.75,11.85,11.75,11.75,NaN,NaN,"174,300",NaN
24-Aug-18,COOP,Co-operative Bank of Kenya Ltd,10.5,17,16.5,16.95,16.6,16.9,-0.3,1.78%,"70,700",NaN
24-Aug-18,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,190,194,193,186,7,3.76%,"10,600",NaN
24-Aug-18,EQTY,Equity Group Holdings Plc,30.5,55.5,49.75,50.5,49.75,50,-0.25,0.50%,"6,712,700",NaN
24-Aug-18,HFCK,HF Group Ltd,3.49,7.9,7.5,7.6,7.5,7.5,NaN,NaN,"25,900",NaN
24-Aug-18,IMH,I & M Holdings Plc,43.1,59,105,105,105,105,NaN,NaN,200,52.5
24-Aug-18,KCB,KCB Group Plc,33.75,55.5,47.75,48.5,48,47.75,0.25,0.52%,"340,800",NaN
24-Aug-18,NBK,National Bank of Kenya Ltd,3.4,4.33,6,6.3,6.05,6.2,-0.15,2.42%,"1,900",NaN
24-Aug-18,NCBA,NCBA Group Plc,24.9,40,32.5,33,32.8,33.05,-0.25,0.76%,"49,100",NaN
24-Aug-18,SBIC,Stanbic Holdings Plc,76.5,118.5,103,108,107,101,6,5.94%,"45,200",NaN
24-Aug-18,SCBK,Standard Chartered Bank Kenya Ltd,159.5,220,205,210,206.75,207.75,-1,0.48%,"29,600",NaN
24-Aug-18,DCON,Deacons (East Africa) Plc,0.45,0.45,0.9,1,0.9,1,-0.1,10.00%,"117,800",NaN
24-Aug-18,EVRD,Eveready East Africa Ltd,0.75,1.28,1.35,1.5,1.35,1.45,-0.1,6.90%,"1,000",NaN
24-Aug-18,XPRS,Express Kenya Plc,4,7.34,5,5,5,5,NaN,NaN,100,NaN
24-Aug-18,KQ,Kenya Airways Plc,0.8,5,10.7,10.95,10.8,10.8,NaN,NaN,"9,300",NaN
24-Aug-18,LKL,Longhorn Publishers Plc,4.26,8.2,4.3,4.5,4.4,4.5,-0.1,2.22%,"6,800",NaN
24-Aug-18,NBV,Nairobi Business Ventures Ltd,0.49,0.99,1.75,1.75,1.75,1.75,NaN,NaN,"1,000",NaN
24-Aug-18,NMG,Nation Media Group Plc,12,48.5,85,89,86,87,-1,1.15%,"4,300",NaN
24-Aug-18,SMER,Sameer Africa Plc,1.91,4.69,2.5,2.7,2.55,2.75,-0.2,7.27%,"6,900",NaN
24-Aug-18,SGL,Standard Group Plc,18,31,28,28,28,31,-3,9.68%,300,NaN
